code,latitude,longitude,ipnitypes_nodes.node_id,ipnitypes_nodes.type_holder_code
,,,1458,ENC B
,,,1459,"CR, MO, NY, UC, US"
,,,1460,LPB?
,,,1461,"MO, UC"
,,,1462,"LPB?, MO"
,,,1463,Nature Resources Institute of Heilongjiang Acad. Sci.
CLF,45.773655,3.088735,1464,CLF
SJRP,-20.786346,-49.358711,1465,SJRP
,,,1466,KRI
TUCH,27.701691,85.320602,1467,TUCH
,,,1468,"Herb. Plant Germ-Plasm Inst., Kyoto Univ."
,,,1469,43005
,,,1470,52509
,,,1471,LPB (LPB0000496)
,,,1472,UACAM
,,,1473,FCMEW
GAUBA,-35.2767042,149.1161127,1474,GAUBA
BIO,43.335551,-2.982551,1475,BIO
YNUH,35.83485,128.751221,1476,YNUH
,,,1477,DIVA
PAD,45.399551,11.87965,1478,PAD
,,,1479,"Research Institute of Evolutionary Biology, Tokyo"
,,,1480,"Research Institute of Evolutionary Biology, Setagaya"
NWTC,36.1297,103.66893,1481,NWTC
LISJC,38.706039,-9.206116,1482,LISJC
AAUF,31.88349,117.178253,1483,AAUF
JNU,35.847599,127.133904,1484,JNU
,,,1485,KUPE
CS,40.5727018,-105.0870247,1486,CS
WH,30.539921,114.368629,1487,WH
,,,1488,NRGH
,,,1489,MICCH
HIPC,21.392218,-77.885535,1490,HIPC
IAV,33.962738,-6.784885,1491,IAV
BIGU,14.588848,-90.551921,1492,BIGU
UVAL,14.606005,-90.487993,1493,UVAL
ND,41.699901,-86.238813,1494,ND
,,,1495,PBZT
,,,1496,HERB. INST. HUMBOLDT
,,,1497,JAUM TULV
,,,1498,IIZD
,,,1499,98775
,,,1500,98813
,,,1501,98777
UNLV,36.110167,-115.142881,1502,UNLV
IDS,42.860344,-112.43129,1503,IDS
MESA,39.08008,-108.554218,1504,MESA
SAPS,43.072071,141.342133,1505,SAPS
HAMAB,0.00249,-51.07341,1506,HAMAB
,,,1507,QNA
,,,1508,"Phu Ho Fruit Research Center, Vietnam"
FUEL,-23.31028,-51.162781,1509,FUEL
,,,1510,Herb. Inst. Coreanum Plantas Investigandi
,,,1511,"Herb. Soqotra Biodiversity Unit, Hadibu"
,,,1512,"Herb. AREA, Ministry of Agriculture, Dhamar"
IZAC,-29.410877,-66.83474,1513,IZAC
,,,1514,HARB. RAVENNA
,,,1515,CTES?
,,,1516,Gangtok Forest Department Herbarium
,,,1517,Herb. Société Linnéenne de Lyon
,,,1518,herb. Pierre Delforge
,,,1519,Herb. G.Thiele
AKDU,36.89904,30.65544,1520,AKDU
,,,1521,Herb. Amarell
,,,1522,BBZ
,,,1523,"Herbarium, Shenzhen City Wutongshan Nurseries"
,,,1524,"Institute of Ecology and Biological Resources, Hanoi"
,,,1525,Herb. Shenzhen City Wutongshan Nursery
,,,1526,"Herb., Shenzhen City Wutongshan Nurseries"
GSFS,37.1467,106.7806,1527,GSFS
,,,1528,UIH
NTS,36.085751,-115.147049,1529,NTS
CSU,35.655819,-97.474998,1530,CSU
,,,1531,UC-R
,,,1532,WY
USCG,14.6211,-90.5269,1533,USCG
,,,1534,IPNA
,,,1535,RBGK
,,,1536,02504324
,,,1537,Cambridge University Herbarium
,,,1538,Nature Protection Trust of Seychelles P
WNU,26.901257,111.461487,1539,WNU
,,,1540,RABAT
,,,1541,SO 100
,,,1542,Mahidol University
WA,52.225288,21.023748,1543,WA
UTMC,11.23588,-74.187927,1544,UTMC
BKL,40.669474,-73.962402,1545,BKL
DLF,0,0,1546,DLF
MISS,34.36491,-89.530502,1547,MISS
WNC,34.222814,-77.868395,1548,WNC
TKPM,34.047241,134.528442,1549,TKPM
,,,1550,herb. Jansen
,,,1551,Herb. Henker
,,,1552,Herb. W.Lang
HBH,39.893826,32.732558,1553,HBH
,,,1554,Herb. Northeast Forestry Univ.
,,,1555,UTMC-GP
,,,1556,HEID Orch-960
ALU,33.209782,-87.541245,1557,ALU
,,,1558,TEXL
,,,1559,Hb. S. Demirel. University
,,,1560,Hb. Yuzuncu Yil University
,,,1561,Hb. S. Demirel University
,,,1562,Hb. GAZI
,,,1563,herb. L.B.Zhang
,,,1564,UVG
PAMG,-19.885181,-43.917347,1565,PAMG
NAC,36.703659,138.175354,1566,NAC
,,,1567,UF
PPI,22.653139,120.585472,1568,PPI
,,,1569,"Central Drug Research Institute, Lucknow"
HNR,45.75,126.650002,1570,HNR
FUS,31.2222,121.4581,1571,FUS
,,,1572,TOCH
ANH,36.55019,128.794388,1573,ANH
CFSHB,-30.31571,153.04007,1574,CFSHB
,,,1575,Kirstenbosch
RUSU,-22.938179,-43.183548,1576,RUSU
,,,1577,Herb. Sri Paramakalyani Centre for Environmental Sciences
,,,1578,OCA
MSKU,53.895077,27.551128,1579,MSKU
HUCS,-29.1602565,-51.1520004,1580,HUCS
,,,1581,"Inst. Agr. do Norte, Belem"
UCJ,5.34111,-4.02806,1582,UCJ
D,32.35276,50.82615,1583,D
DAVFP,48.459192,-123.398228,1584,DAVFP
,,,1585,ISIDRO PALACIOS HERB.
,,,1586,"Herb. Dept. Biology and Chemistry, DaLi College, Yunnan"
,,,1587,Herb. Sulekic
,,,1588,"Dept. Botany, Kumaon University Campus, Almora"
,,,1589,Herb. R.Viane
AJOU,37.273602,127.057137,1590,AJOU
FAR,35.70435,51.426457,1591,FAR
SJC,51.515152,-0.089623,1592,SJC
FUMH,36.316396,59.534354,1593,FUMH
,,,1594,Bu-Ali-Sina University Herbarium
,,,1595,Herb. Ranjbar
,,,1596,herb. Ranjbar
,,,1597,JBSC
HK,22.3227,114.187,1598,HK
CUHK,22.420153,114.207086,1599,CUHK
SBC,34.415211,-119.845695,1600,SBC
,,,1601,LOJ
,,,1602,"Nature Resources Institute, Heilongjiang Acad. Sci."
,,,1603,UJC
ABI,5.34111,-4.02806,1604,ABI
,,,1605,Herb. Perez-Vera
GAS,32.424179,-81.779892,1606,GAS
,,,1607,43957
OKAY,34.69659,133.927017,1608,OKAY
HHBG,30.23888,120.12429,1609,HHBG
HZU,30.20755,120.162109,1610,HZU
,,,1611,Herb. H.Königer
,,,1612,Herb. Kit
,,,1613,Herb. Tanzania Forest Conservation Group
,,,1614,"Herb. Raja Balwant Singh College, Agra, India"
,,,1615,"Herb. Raja Balwant Singh College, Agra India"
QFA,46.77743,-71.2736,1616,QFA
,,,1617,G. B. HINTON HERB.
YCP,25.0389,102.7183,1618,YCP
,,,1619,"Dept. Botany, Kalyani University, West Bengal"
,,,1620,"Dept. Botany, University of Kalyani, West Bengal"
,,,1621,"Herb. Shenzhen City Wutongshan Nurseries, China"
,,,1622,BAAAr
,,,1623,Ngorongoro
BIOT,-6.577002,106.91082,1624,BIOT
,,,1625,C. DEK
,,,1626,"Herb. Inst. Ecology & Biological Resources, Hanoi"
NX,-14.588181,-52.519249,1627,NX
NEBC,42.3790881,-71.1145948,1628,NEBC
MAINE,44.896681,-68.671707,1629,MAINE
,,,1630,UCZ
,,,1631,G-BOIS
,,,1632,AUK
TEPB,-5.05138,-42.788132,1633,TEPB
,,,1634,67267
,,,1635,"Herb. Dept. Biology and Chemistry, Dali College, Yunnan"
,,,1636,"Herb. Jardin Botánico Octavio Velarde Nuñez, Univ. Nac. Agraria, La Molina"
,,,1637,K?
,,,1638,SP?
,,,1639,RB?
,,,1640,U?
,,,1641,HB?
,,,1642,MBG
,,,1643,Gangtol Forest Department Herbarium
DACB,24,90.333298,1644,DACB
,,,1645,BA (= WU) (= WU)
,,,1646,"Research Inst. Evol. Biol., Setagaya"
RAF,20.85,95.89167,1647,RAF
,,,1648,INPA?
RUH,-33.301662,26.532085,1649,RUH
CNPO,-31.318533,-54.110244,1650,CNPO
,,,1651,FFP
,,,1652,UHAW
,,,1653,MEG
,,,1654,1945165
,,,1655,1059491
,,,1656,HERB. BENNETT.
,,,1657,BUTARE
KSU,24.709311,46.783169,1658,KSU
,,,1659,CG
CIQR,19.786048,-90.605921,1660,CIQR
SYSU,22.76417,120.332222,1661,SYSU
,,,1662,CCSS
,,,1663,MARA
BLFU,-29.167772,26.248554,1664,BLFU
,,,1665,Parks Board
SBG,45.036587,41.926529,1666,SBG
NO,0,0,1667,NO
CO,47.869522,-3.919115,1668,CO
,,,1669,"Herbario Frei Velloso, Univ. Sao Francisco"
,,,1670,"Herbarium of St. Joseph's College, Kozhikode-8, Kerala"
BORH,6.018091,116.128738,1671,BORH
,,,1672,herb. Sociedad de Ciencias Naturales de Sestao
,,,1673,UCA
BSB,52.457052,13.302627,1674,BSB
,,,1675,"Herb. University of Andalas, Sumatra"
,,,1676,LP?
FRP,50.122482,8.658621,1677,FRP
,,,1678,herb. Kit
,,,1679,Herb. A.Devillers
LEC,40.33213,18.12052,1680,LEC
,,,1681,478299
,,,1682,460168
,,,1683,TMPW
,,,1684,TX
,,,1685,"Georg-Augst Univ., Göttingen"
,,,1686,Georg-Augst Univ.
YFS,27.024498,101.080559,1687,YFS
HECASA,7.3871917,-72.6499639,1688,HECASA
,,,1689,Universiti Malaysia Sabah
TRIN,10.641701,-61.401108,1690,TRIN
,,,1691,Erciyes University Herbarium
FPF,0,0,1692,FPF
,,,1693,Sabah Parks
,,,1694,Herbarium of the RILOG
,,,1695,Herb. RILOG
,,,1696,UAMI
,,,1697,"Herb. Dept. Botany, Union Christian College, Alwaye"
,,,1698,Coimbatore
,,,1699,Zurich
,,,1700,"Herb., Dept. Botany, Union Christian College, Alwaye, Kerala"
LYJB,45.773257,4.833131,1701,LYJB
,,,1702,Harold Hillier Herbarium
INIF,19.351759,-99.157043,1703,INIF
,,,1704,CZAC
,,,1705,"AMO 13618, 13619 &"
BRIST,51.456139,-2.605262,1706,BRIST
,,,1707,Herb. H.Kiesewetter
,,,1708,Herb. H.Henker
,,,1709,SDCH
,,,1710,Herb. Akhani
GDAC,37.182331,-3.6023,1711,GDAC
TKB,36.065994,140.095291,1712,TKB
NCY,48.662819,6.155345,1713,NCY
,,,1714,Herb. R.Jenny
,,,1715,UES
,,,1716,USEC
WSRP,52.17234,22.28826,1717,WSRP
,,,1718,Herb. H.Wittzell
,,,1719,G-DC
,,,1720,Herb. Blatt
,,,1721,"Herb. Quest Institute of Life Sciences, Mumbai"
NDG,41.699901,-86.238813,1722,NDG
,,,1723,F. IEB
CPNP,20.318792,105.607967,1724,CPNP
,,,1725,Herb. Mus. Sci. Nat. Brescia
LATV,56.863342,24.356428,1726,LATV
,,,1727,HAJP
,,,1728,SHSU
,,,1729,Herb. Vasquez
,,,1730,"A, BCU, L"
,,,1731,"NY, US"
FRI,0,0,1732,FRI
ICEL,64.074234,-21.906085,1733,ICEL
TRH,63.359322,10.33444,1734,TRH
UME,63.818747,20.309509,1735,UME
,,,1736,"CEN, MO"
,,,1737,Herb. Universiti Malaysia Sarawak
UAM,33.588615,-91.808174,1738,UAM
WILLI,37.269438,-76.713851,1739,WILLI
,,,1740,USchoc%
,,,1741,NYCHOC%
,,,1742,'ANDA'
,,,1743,"LPB, MO"
,,,1744,GABAS
,,,1745,ITZA
BEI,33.888939,35.494419,1746,BEI
,,,1747,Herb. Ekakarya Botanical Garden
,,,1748,CANB CBG
HSS,38.880966,-6.968475,1749,HSS
ACA,37.983559,23.704809,1750,ACA
,,,1751,SIV
,,,1752,"ICN, MEXU, MO, NY, WCSU"
,,,1753,"A, NY, US"
,,,1754,"JBSD, MICH, NY, S null"
,,,1755,K-L
CDA,38.4815,-121.469,1756,CDA
,,,1757,Demoly Herb.
,,,1758,KUNA
HMS,-20.465334,-54.626186,1759,HMS
,,,1760,Herb. griechisch. Verein. Umweltschutz
,,,1761,728533
PUN,30.342327,76.438416,1762,PUN
HKU,22.283549,114.137092,1763,HKU
ALTA,53.570087,-113.437187,1764,ALTA
,,,1765,Won Kwang Univ.
,,,1766,Herb. Hadjikyriakou
,,,1767,CSEJ
,,,1768,"B, K, MO,NY, OSH,PTBG, US"
,,,1769,"OSH, PTBG"
,,,1770,"BISH, MO, RSA"
HFB,20.0397,110.357277,1771,HFB
,,,1772,SZWN
,,,1773,"Herbarium , Shenzhen City Wutongshan Nurseries"
SB,34.183685,-86.846387,1774,SB
,,,1775,"Dept. Conservation Regional Herbarium, Karratha"
,,,1776,Herb. P.Spence
,,,1777,Herbarium of Museum Minà-Palumbo (Castelbuono)
UTEP,31.770611,-106.504181,1778,UTEP
,,,1779,"AAU, QCA"
,,,1780,"BRY, CAS, GH, MO, RENO, UNLV, UTC, UT"
,,,1781,PAD HG
YU,41.320461,-72.91848,1782,YU
,,,1783,Herb. Hort. Bot. Altaiensi
,,,1784,HOS
HVR,41.32119,-7.741847,1785,HVR
,,,1786,Catania?
SLL,45.767361,4.84531,1787,SLL
,,,1788,"Herbarium, Epiphytic Plant Research & Information Centre, Nijmegen"
KUM,6.687105,-1.622117,1789,KUM
CPF,-29.603004,30.379345,1790,CPF
NSMC,39.166492,-119.766983,1791,NSMC
,,,1792,SJCC
CPH,37.979557,-121.311134,1793,CPH
BLMLK,42.182289,-120.419693,1794,BLMLK
CIC,43.6527,-116.6776,1795,CIC
,,,1796,NY (2)
KNFY,41.715778,-122.638863,1797,KNFY
SOC,42.04446,-122.715881,1798,SOC
,,,1799,"Herbarium Horti Botanici Altaiensi, Ridder"
,,,1800,06870392
,,,1801,Herb. Zehzad
CAR,10.489393,-66.843674,1802,CAR
AKU,-36.874092,174.780853,1803,AKU
,,,1804,395646
,,,1805,HCU
,,,1806,"Research Inst. Evol. Biol., Tokyo"
,,,1807,"G, HUESC, MBM, MBML, MICH, NY, RB, SP"
,,,1808,WAIT
,,,1809,"LPB, NY"
,,,1810,"CTES, NY"
,,,1811,"CTES, US"
,,,1812,"CTES, K, LIL, MBM"
,,,1813,"CTES, K, MBM, NY"
,,,1814,Herb. B.Girerd
,,,1815,Herbar Drenckhahn
,,,1816,Bayerische Staatssammlung
,,,1817,Herbar Gottschlich
,,,1818,HB SEL
,,,1819,SEL SEL
,,,1820,UC (81074)
EHH,18.541435,-72.341082,1821,EHH
,,,1822,Herb. Centre National de Documentation et de Recherche Scientifique de Moroni
BENIN,6.35,2.43,1823,BENIN
HSB,-19.04,-65.26,1824,HSB
,,,1825,UTB
JVC,28.051676,-15.46595,1826,JVC
,,,1827,"BR, G, K, P, TAN, WAG"
,,,1828,"Herbarium, Xichang Agricultural College, Sichuan"
,,,1829,Herb. F.Gómiz
,,,1830,Herb. Whistler
,,,1831,Gangtok Forest Dept. Herbarium
,,,1832,"Dept. Botany, Kasetsart University Herbarium"
,,,1833,BHFP
HPU,0,0,1834,HPU
,,,1835,USA
,,,1836,BRIT-SMU
,,,1837,"MH, MO, XCH"
,,,1838,Herb. Kürschner
,,,1839,Herb. Parolly
,,,1840,"Herbarium, Dept. Biological Sciences, Leyte State University VH No."
,,,1841,Phu Ho Fruit Research Center Herbarium PHH No.
,,,1842,"F, MO"
,,,1843,"BM, BSB, HUT, M, MO, NY, W"
,,,1844,"BSB, HUT, M"
,,,1845,"BSB, F, HAO, HUSA, MO"
,,,1846,Herb. Universitas Andalas
,,,1847,Herb. Hillier
,,,1848,CAMB
,,,1849,SNH
KTU,50.254028,19.024385,1850,KTU
,,,1851,WRAL
,,,1852,"ANSM, CHAPA, CIDIR, ENCB, IEB, MEXU, UAMIZ"
,,,1853,BASUH
RENZ,47,7,1854,RENZ
,,,1855,Herb. J. & P.Devillers-Terschuren
,,,1856,Herb. P.Delforge
,,,1857,Herb. H.Van Looken
,,,1858,Herb. J. Benito Ayuso
,,,1859,"coll. Paulus, Biozentrum Wien"
,,,1860,Herb. Rätzel
,,,1861,"P, TAN"
NOCC,22.1852,111.1119,1862,NOCC
,,,1863,"ALCB, HRCB"
,,,1864,Estación Cientifica San Francisco
,,,1865,"HUT, MO, MSB, NY"
,,,1866,SURINAM
,,,1867,IG
,,,1868,"K, NY, RB"
,,,1869,QCE
,,,1870,"IZTA, NY"
,,,1871,"National Biodiversity Centre, Serbithang, Bhutan"
AICH,35.054031,137.043289,1872,AICH
,,,1873,"Herb. Service Environnement et Foret, Mayotte"
,,,1874,BRITI
,,,1875,UGA
,,,1876,"BH, FCME"
,,,1877,Mexu
,,,1878,PHN
,,,1879,"Institute for Control of Pharmaceutical Products, Liangshan Yizu Autonomous Prefecture, Xichang, Sichuan"
,,,1880,Mo
JBGP,10.3553,-75.4297,1881,JBGP
,,,1882,"NY, SPF"
,,,1883,mbm
,,,1884,"HB, MO, RB, UEC, US"
OL,49.576191,17.278959,1885,OL
,,,1886,herb. H.Vannerom
,,,1887,Herb. Yildirimli
BOLO,44.49918,11.35249,1888,BOLO
KAW,0.313793,32.581125,1889,KAW
,,,1890,BYU
HASU,-29.790533,-51.148521,1891,HASU
,,,1892,KO 28
AS,-25.247052,-57.571444,1893,AS
,,,1894,Sarawak Biodiversity Centre Flora Depository
,,,1895,Herb. D.L. Szlachetko
,,,1896,Herb. Fazenda Itaibaiana
,,,1897,"Herb.Çukurova University, Adana"
,,,1898,"A, BO, FTG, K, L"
,,,1899,026057
,,,1900,026058
,,,1901,026065
,,,1902,026066
,,,1903,026067
,,,1904,026068
,,,1905,026069
,,,1906,026070
,,,1907,Herb. R.J.Vašut
PER,56.400002,-3.43333,1908,PER
ALBA,38.987923,-1.852736,1909,ALBA
,,,1910,"ENCB, MEXU, NY"
,,,1911,"MO, USM, NY"
,,,1912,ESAHE
,,,1913,Herb. G.B.Hinton
SPFR,-21.166046,-47.852417,1914,SPFR
,,,1915,Herb. Ökologiestation Kreis Unna
,,,1916,Herb. Bomble
,,,1917,herb. Espeut
,,,1918,Mudanjiang Forest Scientific Research Institute
FUH,38.624508,39.181404,1919,FUH
HDCF,-29.702676,-53.715655,1920,HDCF
,,,1921,P et in spiritu
,,,1922,BRI [2 sheets]
,,,1923,BRI [1 sheet]
,,,1924,BRI [3 sheets + spirit]
KRSU,56.005486,92.838631,1925,KRSU
,,,1926,SAR sheet A
,,,1927,SAR other sheet
,,,1928,"Kor. Pl. Res. Inst., Seoul, Korea"
,,,1929,NY picture
,,,1930,UPRRP picture
,,,1931,US picture
HBBS,45.553108,10.22794,1932,HBBS
BER,45.705898,9.65921,1933,BER
AO,45.713905,7.210137,1934,AO
HA,-2.902673,-79.005459,1935,HA
HOXA,-10.578815,-75.239639,1936,HOXA
,,,1937,UP
QUSF,-0.229675,-78.524612,1938,QUSF
APP,42.335677,13.589914,1939,APP
,,,1940,NCSU
,,,1941,UEFS
CGMS,-20.5043,-54.6095,1942,CGMS
STRI,8.962998,-79.543706,1943,STRI
,,,1944,Herb. Breckle
,,,1945,M including flowers in the liquid collection
,,,1946,Herb. Alejandre
,,,1947,Herbarium Research Centre of Natural Resources of Tabriz
,,,1948,Zanjan Research Centre
CFNL,24.856396,-99.565048,1949,CFNL
,,,1950,Bu-Ali SIna Univ. Herb.
,,,1951,Kermanshah Research Centre
,,,1952,Isfahan Univ. Herb.
,,,1953,Fars
,,,1954,Herb. Kriviy Rih botanical garden NAS of Ukraine (KRW)
FDG,6.80448,-58.15527,1955,FDG
,,,1956,Z-ZT
,,,1957,HCMC
SERO,17.05205,-96.714226,1958,SERO
,,,1959,TFRI
,,,1960,L spirit material only
,,,1961,US photo
,,,1962,Herb. Rav.
,,,1963,"TN 20412, 20413,"
ISTF,41.0115797,28.960431,1964,ISTF
,,,1965,UBZ
SBT,59.366982,18.053463,1966,SBT
,,,1967,Herbarium of Isfahan University
MASS,42.389279,-72.524271,1968,MASS
,,,1969,Herb. Demolyi
,,,1970,Herb. J.-P.Demoly n°2350
,,,1971,Herb. J.-P.Demoly n°905
,,,1972,Herb. J.-P.Demoly n°2.513
,,,1973,Herb. J.-P.Demoly n°2.522
,,,1974,Herb. J.-P.Demoly n°2.516
,,,1975,Herb. J.-P.Demoly n°2021
,,,1976,Herb. J.-P.Demoly n°1.944
,,,1977,Herb. J.-P.Demoly n°2.515
,,,1978,K alc.
,,,1979,C GS Spirit Collection
,,,1980,Herbarium Universiti Malaysia Sarawak
,,,1981,"Herb. Shenzhen CIty Wutongshan Nurseries, China"
,,,1982,MBM ?
,,,1983,P ?
,,,1984,Herb. Brickell
,,,1985,AMES [right hand specimen]
,,,1986,BO [fl. & tuber]
,,,1987,TI [fl. bud]
,,,1988,National University of Lao
SAUT,30.99826,103.619347,1989,SAUT
,,,1990,MO Spirit collection
PO,41.154079,-8.64246,1991,PO
SLP,-25.61461186,-54.5560694,1992,SLP
NMSU,40.351965,-94.882758,1993,NMSU
,,,1994,Herb. Orquideario Soroa
,,,1995,Herbarium vasquezianum
,,,1996,"Herb., Inmol Lab. Biotec., Kunming"
IB,47.263299,11.383751,1997,IB
TGM,41.724998,44.790829,1998,TGM
,,,1999,Sarawak Biodiversity Centre
CNH,40.110978,26.415442,2000,CNH
,,,2001,Blatt
BCN,41.38171,2.11558,2002,BCN
LECB,59.939632,30.299938,2003,LECB
,,,2004,Toyama University
LENUD,42.974876,47.413532,2005,LENUD
,,,2006,OUFE
,,,2007,Herbarium of Shiraz University
,,,2008,BKF including dried and spirit materials
,,,2009,Herb. Osmangazi University
,,,2010,INFA
,,,2011,SA
,,,2012,ALEJAN
,,,2013,Shenzhen City Wutongshan Nurseries
,,,2014,Universiti Sains Malaysia
SANU,29.347628,110.612709,2015,SANU
,,,2016,zea
,,,2017,MAYOTTE: Herbier du Service de l'Environnement et de la Forêt de Mayotte
,,,2018,"P P00203084, alcool"
XIAS,27.96575,102.19175,2019,XIAS
,,,2020,KW (ex Herb. Czerniajevii)
,,,2021,SESTAO
,,,2022,Herb.Arán
MAB,46.567492,3.330333,2023,MAB
,,,2024,SIFS (=SAUD)
,,,2025,"Adnan Menderes Univ. Herb., Ayd?n"
,,,2026,"Ministerio del Ambiente, Quito"
FJFC,26.570971,118.11647,2027,FJFC
,,,2028,Hunan Province Forest Botanical Garden
,,,2029,"Herb. Jard. Bot. Univ. Bermejillo, Durango"
,,,2030,NWNU
,,,2031,Mu?la University
BEREA,37.7395,-84.2973,2032,BEREA
,,,2033,Shivaji University Herbarium
,,,2034,Herb. Mersin Univ.
,,,2035,AAU the brevistylous form
,,,2036,GJO 26.947 (flowers in ethanol)
,,,2037,herb. P.Delforge ana900227t
,,,2038,Herb. H.van Looken
,,,2039,herb. P.Delforge
,,,2040,Herb. Jean-Marc Moingeon n°SA290405
,,,2041,GJO 27068 (flowers in ethanol)
,,,2042,Herb. J.&P.Devillers-Terschuren
,,,2043,herb. P.Delforge ana910405b
,,,2044,MUKLA
,,,2045,Herb. Llorens-Gil
,,,2046,JBAG-Laínz
,,,2047,Herb. Sánchez Pedraja
USC,34.023762,-118.283997,2048,USC
TUT,35.8181,126.9925,2049,TUT
,,,2050,Illinois Coll. Herb.
,,,2051,"QCNE 3 sheets: QCNE-184077 (inflorescence), QCNE-184078 (peduncle), QCNE-184079 (leaf)"
QPLS,-0.11002,-78.296188,2052,QPLS
,,,2053,"QCNE 2 sheets: QCNE-184075 (inflorescence), QCNE-184076 (leaf)"
KKU,15.99656,103.581772,2054,KKU
IND,39.170904,-86.52228,2055,IND
GAFS,25.86837,114.916702,2056,GAFS
LZD,36.0564,103.7922,2057,LZD
,,,2058,"QCNE 2 sheets: QCNE-184084 (inflorescence), QCNE-184085 (leaf)"
,,,2059,EPRIC Nijmegen
,,,2060,LYJB in spiritu
TOFO,35.71655,139.76068,2061,TOFO
,,,2062,Herb. G.Matzke-Hajek
,,,2063,herb. Žíla
TAU,40.63345,22.957589,2064,TAU
NLH,59.328395,6.265147,2065,NLH
GACP,26.42922,106.672058,2066,GACP
,,,2067,Herb. Gómiz
,,,2068,Herbarium of Leshan Teachers College
SDNU,36.641911,117.061203,2069,SDNU
REG,49.017197,12.06559,2070,REG
,,,2071,Privatherbarium Meierott
,,,2072,CFCR
,,,2073,Herb. Gamisans
,,,2074,Heb. Jenny
,,,2075,BELEM
,,,2076,TAN?
,,,2077,herb. R.J.Vašut
,,,2078,PRA no. det.
,,,2079,herb. H.Ollgaard
,,,2080,PRA no.det.
,,,2081,BRI [2 sheets + spirit]
,,,2082,QRS [1 sheet + spirit]
JBL,9.840004,-83.888592,2083,JBL
,,,2084,Tarbiar Moalem Univ. Herb.
,,,2085,Herbarium Haldiorum
YUTO,43.774131,-79.501422,2086,YUTO
,,,2087,COB
HRJ,-22.90921,-43.225029,2088,HRJ
,,,2089,GIS
,,,2090,HUFMT
,,,2091,NBG sheet 2
,,,2092,Herb. Biel
,,,2093,Herbarium of Mersin University
,,,2094,USB
AYDN,37.84317,27.837034,2095,AYDN
,,,2096,"Shivaji University, Kolhapur"
HNHM,37.205799,126.784203,2097,HNHM
,,,2098,"HITBC 108686, female inflorescence"
,,,2099,"HITBC 108685, male inflorescence"
,,,2100,"HITBC 108687, male inflorescence"
YAF,25.0389,102.7183,2101,YAF
,,,2102,"Boroujerd, Islamic Azad University herbarium"
,,,2103,Herb. Kurdistan Research Center
MNF,44.425,-118.425,2104,MNF
UDU,56.849876,53.218903,2105,UDU
,,,2106,HK Herb. No.
OUA,12.36423,-1.53834,2107,OUA
INEGI,21.862978,-102.286133,2108,INEGI
,,,2109,Herb. Xichang College
UMH,38.083389,-0.95174,2110,UMH
,,,2111,Herb. Rav. et caet.
,,,2112,APFH
,,,2113,NYBG
HMC,21.027464,-77.137718,2114,HMC
,,,2115,CGE (1 plant on 4 sheets)
,,,2116,"College of Argiculture, University of Dohuk"
KHD,39.729885,-104.960365,2117,KHD
,,,2118,QSBG
,,,2119,ECSF
,,,2120,L 2 sheets
,,,2121,"L PNH 118420, annotated vel 1"
,,,2122,"L PNH 118420, no annotation"
,,,2123,IPUH
,,,2124,UPLB
,,,2125,HCMCM
,,,2126,Herb. Horti Bot. Vladivostok
,,,2127,University of the Philippines Los Baños
,,,2128,UGDA-DLSz
,,,2129,Herb. Haldianum
QUE,46.792,-71.3076,2130,QUE
,,,2131,SMU-BRIT
FRLH,13.093173,77.581337,2132,FRLH
,,,2133,PERTH 3655/A (spirit collection)
,,,2134,Herb. Sarawak Biodiversity Centre
,,,2135,Herb. EPA Hadibu
,,,2136,"Herbarium of Cyperaceae, Majalgaon College"
,,,2137,082953
,,,2138,KSUH
,,,2139,"Botany Dept., Gauhati University"
,,,2140,"Dept. Botany, Gauhati University"
TUL,54.157208,37.587314,2141,TUL
,,,2142,EMA Sichuan School of Chinese Materia Medica)
,,,2143,EMA (Sichuan School of Chinese Materia Medica)
CMM,53.789935,-1.767361,2144,CMM
,,,2145,1979601
,,,2146,CGE (1 plant on 6 sheets)
,,,2147,K sheet 2/3
,,,2148,K sheet 1/3
,,,2149,K sheet 3/3
,,,2150,Herb. FAB
,,,2151,Herb. Hierac. Z. Szel?g
,,,2152,Herb. Dunkel
,,,2153,Herb. Hierac. Z.Szel?g
,,,2154,So
,,,2155,BHCB fleur déshydratée et fleur en alcool
,,,2156,US photographs
,,,2157,MGM
CUFH,39.721165,37.022888,2158,CUFH
UNCC,35.274719,-80.720512,2159,UNCC
,,,2160,Brunton Herb.
,,,2161,RTI
,,,2162,VS
,,,2163,MCCH
,,,2164,Herbarium Soroka
,,,2165,Herb.Y?ld?r?ml?
ALME,36.836056,-2.46463,2166,ALME
,,,2167,CAS fruits in spirit collection
,,,2168,CAS flowers in spirit collection
,,,2169,CAS flower buds in spirit collection
,,,2170,"University of the Philippines, Los Baños, Orchid Nursery"
JAEN,37.768082,-3.797275,2171,JAEN
,,,2172,P.Delforge
,,,2173,"K Orchid Herbarium, Royal Botanic Gardens, Kew"
,,,2174,Herb. Hort. Bot. Pisani
PAN,30.750488,76.748528,2175,PAN
,,,2176,Herbarium of Guizhou Institute of Chinese Materia Medica = HGCM
,,,2177,K sheet 1
,,,2178,K sheet 2
,,,2179,NGCSU
,,,2180,ZH
,,,2181,CAL 384804 &
MOSM,55.75222,37.615559,2182,MOSM
